category,name,display_name,taxonomy_path,unit,price_expected,price_max_guarantee,material_allowance,labor_minutes,haul_off,rate_year,basis,sources,confidence,flags
Electrical,Electrical > Outlets > Replace Outlet - Standard,Outlets - Replace Outlet - Standard,Labor > Electrical > Outlets > Replace Outlet - Standard,each,85,100,5,30,no,2026,"Snapped to book anchor (Outlets, Replace/Install $85) for consistency",anchor: Outlets Replace/Install $85,high,
Electrical,Electrical > Outlets > Replace Outlet Cover,Outlets - Replace Outlet Cover,Labor > Electrical > Outlets > Replace Outlet Cover,each,35,40,3,20,no,2026,Cover plate swap,anchor: Outlet Covers Replace $36,high,
Electrical,Electrical > Outlets > Replace WR (Weather Resistant) Outlet,Outlets - Replace WR (Weather Resistant) Outlet,Labor > Electrical > Outlets > Replace WR (Weather Resistant) Outlet,each,95,110,15,30,no,2026,Snapped to book anchor (GFCI Outlets $95 (outdoor)) for consistency,anchor: GFCI Outlets $95,high,
Electrical,Electrical > Outlets > Test Outlets,Outlets - Test Outlets,Labor > Electrical > Outlets > Test Outlets,each,35,40,0,20,no,2026,Test outlets,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Battery Operated > Diagnose / Troubleshoot,Smoke / CO Detectors - Battery Operated - Diagnose / Troubleshoot,Labor > Electrical > Smoke / CO Detectors > Battery Operated > Diagnose / Troubleshoot,each,50,75,0,30,no,2026,Detector diagnostic,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Battery Operated > Inspect,Smoke / CO Detectors - Battery Operated - Inspect,Labor > Electrical > Smoke / CO Detectors > Battery Operated > Inspect,each,35,40,0,20,no,2026,Inspection,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Battery Operated > Install New - Ground Up,Smoke / CO Detectors - Battery Operated - Install New - Ground Up,Labor > Electrical > Smoke / CO Detectors > Battery Operated > Install New - Ground Up,each,75,85,20,30,no,2026,Battery detector mount + unit,anchor: Smoke/CO Replace/Install New $65,high,
Electrical,Electrical > Smoke / CO Detectors > Battery Operated > Replace Battery,Smoke / CO Detectors - Battery Operated - Replace Battery,Labor > Electrical > Smoke / CO Detectors > Battery Operated > Replace Battery,each,35,40,5,15,no,2026,Battery swap,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Battery Operated > Secure,Smoke / CO Detectors - Battery Operated - Secure,Labor > Electrical > Smoke / CO Detectors > Battery Operated > Secure,each,35,40,0,15,no,2026,Re-mount detector,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Battery Operated > Test,Smoke / CO Detectors - Battery Operated - Test,Labor > Electrical > Smoke / CO Detectors > Battery Operated > Test,each,35,40,0,15,no,2026,Test alarm,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Diagnose / Troubleshoot,Smoke / CO Detectors - Carbon Monoxide - Diagnose / Troubleshoot,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Diagnose / Troubleshoot,each,50,75,0,30,no,2026,Detector diagnostic,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Inspect,Smoke / CO Detectors - Carbon Monoxide - Inspect,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Inspect,each,35,40,0,20,no,2026,Inspection,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Install New - Battery Operated - Ground Up,Smoke / CO Detectors - Carbon Monoxide - Install New - Battery Operated - Ground Up,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Install New - Battery Operated - Ground Up,each,75,85,20,30,no,2026,Battery detector mount + unit,anchor: Smoke/CO Replace/Install New $65,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Replace Battery,Smoke / CO Detectors - Carbon Monoxide - Replace Battery,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Replace Battery,each,35,40,5,15,no,2026,Battery swap,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Replace Detector - Battery Operated,Smoke / CO Detectors - Carbon Monoxide - Replace Detector - Battery Operated,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Replace Detector - Battery Operated,each,65,75,20,25,no,2026,Detector swap,anchor: Smoke/CO Replace/Install New $65,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Replace Detector - Hard Wired,Smoke / CO Detectors - Carbon Monoxide - Replace Detector - Hard Wired,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Replace Detector - Hard Wired,each,55,65,5,30,no,2026,Hardwired detector swap on existing base,anchor: Replace hardwired smoke/CO $55,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Secure,Smoke / CO Detectors - Carbon Monoxide - Secure,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Secure,each,35,40,0,15,no,2026,Re-mount detector,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Carbon Monoxide > Test,Smoke / CO Detectors - Carbon Monoxide - Test,Labor > Electrical > Smoke / CO Detectors > Carbon Monoxide > Test,each,35,40,0,15,no,2026,Test alarm,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Hard Wired > Diagnose / Troubleshoot,Smoke / CO Detectors - Hard Wired - Diagnose / Troubleshoot,Labor > Electrical > Smoke / CO Detectors > Hard Wired > Diagnose / Troubleshoot,each,50,75,0,30,no,2026,Detector diagnostic,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Hard Wired > Inspect,Smoke / CO Detectors - Hard Wired - Inspect,Labor > Electrical > Smoke / CO Detectors > Hard Wired > Inspect,each,35,40,0,20,no,2026,Inspection,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Hard Wired > Replace Battery,Smoke / CO Detectors - Hard Wired - Replace Battery,Labor > Electrical > Smoke / CO Detectors > Hard Wired > Replace Battery,each,35,40,5,15,no,2026,Battery swap,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Hard Wired > Secure,Smoke / CO Detectors - Hard Wired - Secure,Labor > Electrical > Smoke / CO Detectors > Hard Wired > Secure,each,35,40,0,15,no,2026,Re-mount detector,estimate: quick task,high,
Electrical,Electrical > Smoke / CO Detectors > Hard Wired > Test,Smoke / CO Detectors - Hard Wired - Test,Labor > Electrical > Smoke / CO Detectors > Hard Wired > Test,each,35,40,0,15,no,2026,Test alarm,estimate: quick task,high,
Electrical,Electrical > Switches > Diagnose Switch Wiring,Switches - Diagnose Switch Wiring,Labor > Electrical > Switches > Diagnose Switch Wiring,each,75,110,0,45,no,2026,Switch-wiring diagnostic,research: diag $75-150,med,
Electrical,Electrical > Switches > Install Dimmer Switch,Switches - Install Dimmer Switch,Labor > Electrical > Switches > Install Dimmer Switch,each,95,110,10,30,no,2026,"Snapped to book anchor (Switches, Dimmable $95) for consistency",anchor: Switches Dimmable $95,high,
Electrical,Electrical > Switches > Install Humidity Sensored Switch,Switches - Install Humidity Sensored Switch,Labor > Electrical > Switches > Install Humidity Sensored Switch,each,110,125,15,40,no,2026,"Snapped to book anchor (Switches, Sensored $110) for consistency",anchor: Switches Sensored $110,high,
Electrical,Electrical > Switches > Install Movement Sensored Switch,Switches - Install Movement Sensored Switch,Labor > Electrical > Switches > Install Movement Sensored Switch,each,110,125,15,40,no,2026,"Snapped to book anchor (Switches, Sensored $110) for consistency",anchor: Switches Sensored $110,high,
Electrical,Electrical > Switches > Install Photocell Switch (Exterior Dusk / Dawn),Switches - Install Photocell Switch (Exterior Dusk / Dawn),Labor > Electrical > Switches > Install Photocell Switch (Exterior Dusk / Dawn),each,110,125,15,40,no,2026,"Snapped to book anchor (Switches, Sensored $110) for consistency",anchor: Switches Sensored $110,high,
Electrical,Electrical > Switches > Install Smart Switch (Wifi / Bluetooth),Switches - Install Smart Switch (Wifi / Bluetooth),Labor > Electrical > Switches > Install Smart Switch (Wifi / Bluetooth),each,110,125,15,40,no,2026,"Snapped to book anchor (Switches, Sensored $110) for consistency",anchor: Switches Sensored $110; research $160,high,
Electrical,Electrical > Switches > Install Timer Switch,Switches - Install Timer Switch,Labor > Electrical > Switches > Install Timer Switch,each,110,125,15,40,no,2026,"Snapped to book anchor (Switches, Sensored $110) for consistency",anchor: Switches Sensored $110,high,
Electrical,Electrical > Switches > Replace 3 Way Switch,Switches - Replace 3 Way Switch,Labor > Electrical > Switches > Replace 3 Way Switch,each,110,125,10,45,no,2026,"Snapped to book anchor (Switches, 3 Way $110) for consistency",anchor: Switches 3 Way $110,high,
Electrical,Electrical > Switches > Replace 4 Way Switch,Switches - Replace 4 Way Switch,Labor > Electrical > Switches > Replace 4 Way Switch,each,115,130,12,50,no,2026,"Snapped to book anchor (Switches, 3 Way $110 +cx) for consistency",anchor: Switches 3 Way $110 + complexity,high,
Electrical,Electrical > Switches > Replace Double Pole Switch,Switches - Replace Double Pole Switch,Labor > Electrical > Switches > Replace Double Pole Switch,each,95,110,10,40,no,2026,Snapped to book anchor (between std $85 / sensored $110) for consistency,anchor: Switches Replace Install $85 / Sensored $110,high,
Electrical,Electrical > Switches > Replace Single Pole Switch,Switches - Replace Single Pole Switch,Labor > Electrical > Switches > Replace Single Pole Switch,each,85,100,5,30,no,2026,"Snapped to book anchor (Switches, Replace Install $85) for consistency",anchor: Switches Replace Install $85,high,
