category,name,display_name,taxonomy_path,unit,price_expected,price_additional,price_max_guarantee,material_allowance,labor_minutes,haul_off,rate_year,refer_note,basis,sources,confidence,flags
Doors,Doors > Exterior > Storm > Install Or Replace Spring & Chain,Exterior - Storm - Install Or Replace Spring & Chain,Labor > Doors > Exterior > Storm > Install Or Replace Spring & Chain,each,65,45,85,12,30,no,2026,,Swap storm door safety spring/chain wind assembly,Homewyse storm door install $603-$920; FL labor $150-$300; glass $80-$350; closer $47-$102,med,
Doors,Doors > Exterior > Storm > Replace Glass / Plexiglass,Exterior - Storm - Replace Glass / Plexiglass,Labor > Doors > Exterior > Storm > Replace Glass / Plexiglass,each,130,90,170,45,45,no,2026,,Replace storm door glass/plexiglass insert pane,Homewyse storm door glass $80-$350; cut/fit pane into storm insert,med,
Doors,Doors > Exterior > Storm > Replace Handle / Lock / Latch,Exterior - Storm - Replace Handle / Lock / Latch,Labor > Doors > Exterior > Storm > Replace Handle / Lock / Latch,each,75,50,100,20,30,no,2026,,Swap storm door handle/latch/lock set,Homewyse storm door install $603-$920; FL labor $150-$300; glass $80-$350; closer $47-$102; storm handle/lock set $20-150,med,
Doors,Doors > Interior > Accordion > Adjust Only,Interior - Accordion - Adjust Only,Labor > Doors > Interior > Accordion > Adjust Only,each,50,30,55,0,30,no,2026,,Adjust accordion door track/glides,"Anchor analog: Interior,Standard,Adjust $50/30min",high,
Doors,Doors > Interior > Accordion > Install New - Ground Up,Interior - Accordion - Install New - Ground Up,Labor > Doors > Interior > Accordion > Install New - Ground Up,each,220,185,285,60,90,no,2026,,New accordion door: mount headrail + hang panels + trim,"Anchor: Interior,Accordion,Replace Rail $120 + door $145; new install = rail+door+trim",med,
Doors,Doors > Interior > Accordion > Replace Door (Accordion Only),Interior - Accordion - Replace Door (Accordion Only),Labor > Doors > Interior > Accordion > Replace Door (Accordion Only),each,145,100,165,20,75,no,2026,,Swap accordion door panel set on existing rail,"Anchor: Interior,Accordion,Replace Door $145/75min/$20",high,
Doors,Doors > Interior > Accordion > Replace Latching / Locking Mechanism,Interior - Accordion - Replace Latching / Locking Mechanism,Labor > Doors > Interior > Accordion > Replace Latching / Locking Mechanism,each,90,65,105,15,45,no,2026,,Swap accordion latch/lock hardware,"Anchor: Interior,Accordion,Replace Hardware $90/45min/$15",high,
Doors,Doors > Interior > Barn > Adjust Only,Interior - Barn - Adjust Only,Labor > Doors > Interior > Barn > Adjust Only,each,55,40,70,0,30,no,2026,,"Adjust barn door rollers, anti-jump & floor guide","Anchor analog: Interior,Standard,Adjust $50/30min; barn roller/floor guide tune",med,
Doors,Doors > Interior > Barn > Install New - Ground Up,Interior - Barn - Install New - Ground Up,Labor > Doors > Interior > Barn > Install New - Ground Up,each,280,240,320,30,150,no,2026,,New barn door: mount header board + rail + hang slab,"Anchor: Interior,Barn,Install New $280/150min/$30",high,
Doors,Doors > Interior > Barn > Replace Hardware (All),Interior - Barn - Replace Hardware (All),Labor > Doors > Interior > Barn > Replace Hardware (All),each,120,85,140,20,60,no,2026,,Swap barn door rail + rollers + guide kit,"Anchor: Interior,Barn,Replace Hardware $120/60min/$20",high,
Doors,Doors > Interior > Bifold > Adjust Only,Interior - Bifold - Adjust Only,Labor > Doors > Interior > Bifold > Adjust Only,each,55,30,65,0,30,no,2026,,"Reinstall/adjust bifold in track, set pivots","Anchor analog: Interior,Standard,Adjust $50; bifold pivot/align",high,
Doors,Doors > Interior > Bifold > Install Knob (Each),Interior - Bifold - Install Knob (Each),Labor > Doors > Interior > Bifold > Install Knob (Each),each,40,20,45,5,20,no,2026,,Install bifold knob,"Anchor: Interior,Bifold,Install Knobs $38.33/20min/$5",high,
Doors,Doors > Interior > Bifold > Install New Assembly - Ground Up (Each),Interior - Bifold - Install New Assembly - Ground Up (Each),Labor > Doors > Interior > Bifold > Install New Assembly - Ground Up (Each),each,275,235,360,40,120,no,2026,,New bifold: mount track + pivots + hang panel set,"Anchor: Interior,Bifold,Replace Doors(All New) $275/165min; ground-up adds track mount",med,
Doors,Doors > Interior > Bifold > Replace All Hardware (Each),Interior - Bifold - Replace All Hardware (Each),Labor > Doors > Interior > Bifold > Replace All Hardware (Each),each,100,70,115,15,60,no,2026,,Swap bifold pivots/rollers/track hardware,"Anchor: Interior,Bifold,Replace Door Hardware $100/60min",high,
Doors,Doors > Interior > Bifold > Replace Door Assembly (Each),Interior - Bifold - Replace Door Assembly (Each),Labor > Doors > Interior > Bifold > Replace Door Assembly (Each),each,275,235,315,40,165,yes,2026,,Replace bifold door panel set,"Anchor: Interior,Bifold,Replace Doors(All New) $275/165min",high,
Doors,Doors > Interior > Bifold > Replace Headrail (Each),Interior - Bifold - Replace Headrail (Each),Labor > Doors > Interior > Bifold > Replace Headrail (Each),each,185,155,215,20,120,no,2026,,Replace bifold headrail track,"Anchor: Interior,Bifold,Replace Headrail(Set) $185/120min/$0",high,
Doors,Doors > Interior > Bypass > Adjust Only,Interior - Bypass - Adjust Only,Labor > Doors > Interior > Bypass > Adjust Only,each,50,30,55,0,30,no,2026,,Reinstall/adjust bypass closet doors in track,"Anchor: Interior,Bypass,Reinstall And/Or Adjust $50/30min",high,
Doors,Doors > Interior > Bypass > Install Flush Door Pull,Interior - Bypass - Install Flush Door Pull,Labor > Doors > Interior > Bypass > Install Flush Door Pull,each,45,25,50,10,20,no,2026,,Install recessed flush pull on bypass door,"Anchor: Interior,Bypass,Install Handle $43.33/20min/$10",high,
Doors,Doors > Interior > Bypass > Install New - Ground Up,Interior - Bypass - Install New - Ground Up,Labor > Doors > Interior > Bypass > Install New - Ground Up,each,260,220,340,40,120,no,2026,,New bypass: mount top track + floor guide + hang panels,"Anchor: Interior,Bypass,Replace Doors(Set) $240/150min + headrail mount",med,
Doors,Doors > Interior > Bypass > Replace Door (Each),Interior - Bypass - Replace Door (Each),Labor > Doors > Interior > Bypass > Replace Door (Each),each,130,90,150,0,75,yes,2026,,Replace one bypass sliding panel + reset rollers,"Anchor: Interior,Bypass,Replace Doors(Set) $240/150min for set; one panel = half",high,
Doors,Doors > Interior > Pocket > Repair Or Adjust Stuck Door,Interior - Pocket - Repair Or Adjust Stuck Door,Labor > Doors > Interior > Pocket > Repair Or Adjust Stuck Door,each,110,75,125,10,60,no,2026,,"Free/repair stuck pocket door, reset rollers","Anchor: Interior,Pocket,Repair/Stuck Door $110/60min/$10",high,
Doors,Doors > Interior > Pocket > Replace Handle / Latch Mechanism,Interior - Pocket - Replace Handle / Latch Mechanism,Labor > Doors > Interior > Pocket > Replace Handle / Latch Mechanism,each,90,65,105,15,45,no,2026,,Swap pocket door latch/pull mechanism,"Anchor: Interior,Pocket,Replace Latching Mechanism $90/45min/$15",high,
Doors,Doors > Interior > Shower > Bypass > Adjust Only,Interior - Shower - Bypass - Adjust Only,Labor > Doors > Interior > Shower > Bypass > Adjust Only,each,50,30,55,0,30,no,2026,,Adjust shower bypass door rollers/track,"Anchor: Interior,Shower,Bypass,Adjust Wheels $50/30min",high,
Doors,Doors > Interior > Shower > Bypass > Install New - Ground Up,Interior - Shower - Bypass - Install New - Ground Up,Labor > Doors > Interior > Shower > Bypass > Install New - Ground Up,each,600,510,690,0,600,yes,2026,,Full shower bypass door enclosure install,"Anchor: Interior,Shower,Bypass,Install New $600/600min",high,
Doors,Doors > Interior > Shower > Bypass > Replace Bumpers,Interior - Shower - Bypass - Replace Bumpers,Labor > Doors > Interior > Shower > Bypass > Replace Bumpers,each,50,30,55,8,25,no,2026,,Swap shower door bumpers/guides,"Anchor: Interior,Shower,Bypass,Replace Bumbers $49.67/25min/$8",high,
Doors,Doors > Interior > Shower > Bypass > Replace Handle,Interior - Shower - Bypass - Replace Handle,Labor > Doors > Interior > Shower > Bypass > Replace Handle,each,60,35,70,10,30,no,2026,,Swap shower bypass door handle/knob,"Anchor: Interior,Shower,Bypass,Replace Handle $60/30min/$10",high,
Doors,Doors > Interior > Shower > Hinged > Adjust Only,Interior - Shower - Hinged - Adjust Only,Labor > Doors > Interior > Shower > Hinged > Adjust Only,each,50,30,55,0,30,no,2026,,Adjust hinged shower door pivots/alignment,"Anchor: Interior,Shower,Hinged,Adjust $50/30min",high,
Doors,Doors > Interior > Shower > Hinged > Install New - Ground Up,Interior - Shower - Hinged - Install New - Ground Up,Labor > Doors > Interior > Shower > Hinged > Install New - Ground Up,each,600,510,690,0,600,yes,2026,,Full hinged/framed shower door enclosure install,"Anchor: Interior,Shower,Hinged,Replace Door $600/600min",high,
Doors,Doors > Interior > Shower > Hinged > Replace Door (Each),Interior - Shower - Hinged - Replace Door (Each),Labor > Doors > Interior > Shower > Hinged > Replace Door (Each),each,600,510,690,0,600,yes,2026,,Replace hinged shower glass door panel,"Anchor: Interior,Shower,Hinged,Replace Door $600/600min",high,
Doors,Doors > Interior > Shower > Hinged > Replace Handle,Interior - Shower - Hinged - Replace Handle,Labor > Doors > Interior > Shower > Hinged > Replace Handle,each,60,35,70,10,30,no,2026,,Swap hinged shower door handle/knob,"Anchor: Interior,Shower,Hinged,Replace Handle $60/30min/$10",high,
Doors,Doors > Interior > Shower > Hinged > Replace Latch / Magnet,Interior - Shower - Hinged - Replace Latch / Magnet,Labor > Doors > Interior > Shower > Hinged > Replace Latch / Magnet,each,45,25,50,5,25,no,2026,,Swap shower door magnet strip/latch,"Anchor: Interior,Shower,Hinged,Replace Magnet $46.67/25min/$5",high,
Doors,Doors > Interior > Shower > Hinged > Replace Trim / Strips,Interior - Shower - Hinged - Replace Trim / Strips,Labor > Doors > Interior > Shower > Hinged > Replace Trim / Strips,each,90,65,105,15,45,no,2026,,"Replace shower door seal/drip strips, per LF","Anchor: Interior,Shower,Hinged,Replace Trim $90/45min/$15",high,
Doors,Doors > Interior > Standard Slab > Install New - Ground Up,Interior - Standard Slab - Install New - Ground Up,Labor > Doors > Interior > Standard Slab > Install New - Ground Up,each,350,300,400,0,250,yes,2026,,New interior prehung door + frame set into opening,"Anchor: Interior,Standard,Replace Door And Frame $350/250min",high,
Doors,Doors > Interior > Standard Slab > Repair / Replace Hinge,Interior - Standard Slab - Repair / Replace Hinge,Labor > Doors > Interior > Standard Slab > Repair / Replace Hinge,each,65,45,85,12,30,no,2026,,Repair/replace interior door hinge,"Homewyse hinge repair; swap interior door hinge, may rebore screw holes",med,
Doors,Doors > Interior > Standard Slab > Replace Door (Pre-Hung),Interior - Standard Slab - Replace Door (Pre-Hung),Labor > Doors > Interior > Standard Slab > Replace Door (Pre-Hung),each,250,210,290,0,150,yes,2026,,Swap interior prehung door slab in existing frame,"Anchor: Interior,Standard,Replace Door Only $250/150min",high,
Doors,Doors > Miscellaneous > Install Doorstop,Miscellaneous - Install Doorstop,Labor > Doors > Miscellaneous > Install Doorstop,each,35,20,40,5,15,no,2026,,Install baseboard/hinge-pin doorstop,Anchor analog: Bifold Install Knobs $38/20min; quick screw-in/baseboard doorstop,high,
Equipment Rental,Equipment Rental > Heavy Equipment > Mini Excavator,Heavy Equipment - Mini Excavator,Labor > Equipment Rental > Heavy Equipment > Mini Excavator,hour,275,,360,275,0,no,2026,,"Rental passthrough - no HoneyDone labor markup. market_price = local daily rate for a small mini excavator (1-2 ton), the size a handyman job would use. Delivery billed separately. Yard bills by day, not hour, despite unit tag.","DOZR Melbourne FL mini excavator avg $514/day, small 4,000 lb $197/day, 8,000 lb $242/day (2026); Home Depot Kubota K008/U17 class. Typical small-mini day rate ~$250-300.",med,
Equipment Rental,Equipment Rental > Heavy Equipment > Skid Steer,Heavy Equipment - Skid Steer,Labor > Equipment Rental > Heavy Equipment > Skid Steer,hour,300,,390,300,0,no,2026,,Rental passthrough - no labor markup. market_price = local daily rate for a compact/small skid steer. Attachments and delivery billed separately. Day-rate basis despite hour unit tag.,"Florida skid steer $250-$600/day by size (rentproco 2026); Home Depot tracked skid steer TZ-34/20 class; attachments +$75-$200/day, delivery $150-$400. Small-machine day ~$275-325.",med,
Equipment Rental,Equipment Rental > Power Tools > Circular Saw,Power Tools - Circular Saw,Labor > Equipment Rental > Power Tools > Circular Saw,hour,40,,60,40,0,no,2026,,Rental passthrough - no labor markup. market_price = local daily rate for a circular saw. Handyman normally owns one; line exists for specialty blades/large-tooth cases. Day-rate basis.,Home Depot / big-box power-tool day rates ~$30-50/day for a circular/worm-drive saw (2026). Handyman typically owns this - rental line is a rare passthrough.,low,
Equipment Rental,Equipment Rental > Power Tools > Nail Gun,Power Tools - Nail Gun,Labor > Equipment Rental > Power Tools > Nail Gun,hour,45,,70,45,0,no,2026,,Rental passthrough - no labor markup. market_price = local daily rate for a nailer (framing/finish) with compressor if needed. Handyman usually owns one. Day-rate basis.,Big-box framing/finish nailer + compressor day rate ~$35-55/day (2026). Handyman often owns cordless nailer - rare passthrough.,low,
Equipment Rental,Equipment Rental > Scaffolding > Extension Ladder,Scaffolding - Extension Ladder,Labor > Equipment Rental > Scaffolding > Extension Ladder,hour,40,,50,40,0,no,2026,,"Rental passthrough - no labor markup. market_price = local daily rate for a tall extension ladder (28-40 ft), rented only when job exceeds owned ladder height. Day-rate basis.",Home Depot Werner 26 ft / 32 ft extension ladder rental class; big-box extension ladder day rate ~$25-50/day (2026). Handyman usually owns up to 24-28 ft.,med,
Equipment Rental,Equipment Rental > Scaffolding > Rolling Scaffold,Scaffolding - Rolling Scaffold,Labor > Equipment Rental > Scaffolding > Rolling Scaffold,hour,65,,85,65,0,no,2026,,"Rental passthrough - no labor markup. market_price = local daily rate for a rolling scaffold tower/set (drywall, ceilings, high walls). Multi-day rentals discount. Day-rate basis.",Rolling scaffold $50-$125/day (homeguide 2026); Home Depot Metaltech scaffold set. Interior/exterior mobile tower typical day ~$50-75.,med,
Exterior Walls,Exterior Walls > Install 4X8 Siding - Ground Up,Install 4X8 Siding - Ground Up,Labor > Exterior Walls > Install 4X8 Siding - Ground Up,each,190,160,220,40,90,no,2026,,Anchor match - install 4x8 sheet siding panel (each),"Anchor: Siding, 4X8, Install $190/90min/$40",high,
Exterior Walls,Exterior Walls > Install Board & Batten Siding - Ground Up,Install Board & Batten Siding - Ground Up,Labor > Exterior Walls > Install Board & Batten Siding - Ground Up,each,250,210,290,50,120,no,2026,,Anchor match - board-and-batten install section (each),"Anchor: Siding, Board And Batten, Install $250/120min/$50",high,
Exterior Walls,Exterior Walls > Install Fiber Cement Siding - Ground Up,Install Fiber Cement Siding - Ground Up,Labor > Exterior Walls > Install Fiber Cement Siding - Ground Up,each,310,265,355,60,150,no,2026,,Anchor match - Hardie/fiber-cement install section (each),"Anchor: Siding, Fiber/Cement, Install $310/150min/$60",high,
Exterior Walls,Exterior Walls > Install Shiplap Siding - Ground Up,Install Shiplap Siding - Ground Up,Labor > Exterior Walls > Install Shiplap Siding - Ground Up,each,250,210,290,50,120,no,2026,,Anchor match - shiplap install section (each),"Anchor: Siding, Shiplap, Install $250/120min/$50",high,
Exterior Walls,Exterior Walls > Install Stucco - Ground Up,Install Stucco - Ground Up,Labor > Exterior Walls > Install Stucco - Ground Up,sq ft,9,,12.25,60,150,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - stucco application; unit sq ft, engine handles per-foot repeat","Anchor: Stucco, Install $310/150min/$60; Homewyse install stucco $10.69-$17.33/sf, FL $5-$10/sf",low,
Exterior Walls,Exterior Walls > Install Vinyl Siding - Ground Up,Install Vinyl Siding - Ground Up,Labor > Exterior Walls > Install Vinyl Siding - Ground Up,sq ft,6,,8.0,50,120,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - vinyl siding install; unit sq ft, engine handles per-foot repeat","Anchor: Siding, Vinyl, Install $250/120min/$50; Homewyse vinyl $7.32-$12.51/sf, FL $2.50-$19/sf",low,
Fencing,Fencing > Chain Link > Install New - Ground Up,Chain Link - Install New - Ground Up,Labor > Fencing > Chain Link > Install New - Ground Up,linear ft,16,,21.5,0,360,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - new chain link run; unit LF, engine handles per-foot repeat","Anchor: Chain Link, Build New $600/360min; Homeblue Melbourne chain link $9-$12/LF installed",low,
Fencing,Fencing > Chain Link > Install Privacy Slats,Chain Link - Install Privacy Slats,Labor > Fencing > Chain Link > Install Privacy Slats,each,155,110,200,30,75,no,2026,,No direct anchor; weaving privacy slats maps to component-level chain link labor,"Anchor: Chain Link, Repair/Replace Components $155/75min/$30; slat weave is component-level work",med,
Fencing,Fencing > Chain Link > Repalce Gate Hardware,Chain Link - Replace Gate Hardware,Labor > Fencing > Chain Link > Repalce Gate Hardware,each,95,65,110,20,45,no,2026,,Anchor match - gate hardware (latches/hinges) is per-each,"Anchor: Chain Link Latches & Hinges, Install/Replace $95/45min/$20",high,
Fencing,Fencing > Chain Link > Replace Horizontal Rails,Chain Link - Replace Horizontal Rails,Labor > Fencing > Chain Link > Replace Horizontal Rails,linear ft,6,,8.0,30,75,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - top-rail replacement is component repair; unit LF","Anchor: Chain Link, Repair/Replace Components $155/75min/$30",low,
Fencing,Fencing > Chain Link > Replace Vertical Posts,Chain Link - Replace Vertical Posts,Labor > Fencing > Chain Link > Replace Vertical Posts,each,155,110,180,30,75,no,2026,,Anchor match - reset/replace a line or terminal post (each),"Anchor: Chain Link, Repair/Replace Components $155/75min/$30",high,
Fencing,Fencing > Chain Link > Secure Chain Link To Poles,Chain Link - Secure Chain Link To Poles,Labor > Fencing > Chain Link > Secure Chain Link To Poles,each,125,90,160,20,60,no,2026,,Lighter case of component anchor - re-tie/tension existing mesh to posts,"Anchor context: Chain Link, Repair/Replace Components $155/75min; re-tie mesh is lighter",med,
Fencing,Fencing > Masonry > Build New - Ground Up,Masonry - Build New - Ground Up,Labor > Fencing > Masonry > Build New - Ground Up,linear ft,48,,64.75,0,600,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - new block/masonry fence run; unit LF. Non-structural garden wall = handyman; if load-bearing/tall confirm on site","Anchor: Block/Masonry, Build New $1200/600min",low,
Fencing,Fencing > Masonry > Mount Gate,Masonry - Mount Gate,Labor > Fencing > Masonry > Mount Gate,each,250,210,290,50,120,no,2026,,Anchor match - hang gate on masonry posts (each),"Anchor: Block/Masonry, Mount Gates To Masonry $250/120min/$50",high,
Fencing,Fencing > Masonry > Mount Hardware,Masonry - Mount Hardware,Labor > Fencing > Masonry > Mount Hardware,each,125,90,145,25,60,no,2026,,Anchor match - latches/hinges on masonry (each),"Anchor: Block/Masonry, Install Latches/Hinges To $125/60min/$25",high,
Fencing,Fencing > Masonry > Repair / Replace Grout,Masonry - Repair / Replace Grout,Labor > Fencing > Masonry > Repair / Replace Grout,each,125,90,145,25,60,no,2026,,Anchor match - regrout/repoint masonry fence joints (each),"Anchor: Block/Masonry, Grout $125/60min/$25",high,
Fencing,Fencing > Wood Picket > Apply Exterior Sealer,Wood Picket - Apply Exterior Sealer,Labor > Fencing > Wood Picket > Apply Exterior Sealer,linear ft,2.5,,3.5,30,90,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - seal/stain wood fence; unit LF, engine per-foot","Anchor: Wood Picket, Seal $180/90min/$30",low,
Fencing,Fencing > Wood Picket > Build New - Ground Up,Wood Picket - Build New - Ground Up,Labor > Fencing > Wood Picket > Build New - Ground Up,linear ft,28,,37.75,0,480,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - new wood picket run; unit LF","Anchor: Wood Picket, Build New $800/480min",low,
Fencing,Fencing > Wood Picket > Paint,Wood Picket - Paint,Labor > Fencing > Wood Picket > Paint,sq ft,2.75,,3.75,30,90,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Paint parallels the seal anchor - similar prep+apply labor; unit sq ft","Anchor: Wood Picket, Seal $180/90min/$30 (comparable finish task)",low,
Fencing,Fencing > Wood Picket > Repair / Rebuild Gate,Wood Picket - Repair / Rebuild Gate,Labor > Fencing > Wood Picket > Repair / Rebuild Gate,each,250,210,290,50,120,no,2026,,Anchor match - build/repair wood gate (each),"Anchor: Wood Gate, Build New Or Repair $250/120min/$50",high,
Fencing,Fencing > Wood Picket > Replace Gate Hardware,Wood Picket - Replace Gate Hardware,Labor > Fencing > Wood Picket > Replace Gate Hardware,each,95,65,110,20,45,no,2026,,Anchor match - gate latches/hinges (each),"Anchor: Wood Mounted Latches & Hinges, Install/ $95/45min/$20",high,
Fencing,Fencing > Wood Picket > Replace Pickets,Wood Picket - Replace Pickets,Labor > Fencing > Wood Picket > Replace Pickets,linear ft,9,,12.25,40,90,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - swap damaged pickets; unit LF","Anchor: Wood Picket, Repair/Replace Wooden Parts $190/90min/$40",low,
Fencing,Fencing > Wood Picket > Replace Post,Wood Picket - Replace Post,Labor > Fencing > Wood Picket > Replace Post,each,190,160,220,40,90,no,2026,,"Anchor match - dig/reset a fence post (each), wooden-parts repair","Anchor: Wood Picket, Repair/Replace Wooden Parts $190/90min/$40",high,
Fencing,Fencing > Wood Picket > Replace Rail,Wood Picket - Replace Rail,Labor > Fencing > Wood Picket > Replace Rail,linear ft,7,,9.5,40,90,no,2026,,"[PER-UNIT RATE, confirm] standard Brevard unit cost; Anchor match - replace horizontal rail; unit LF","Anchor: Wood Picket, Repair/Replace Wooden Parts $190/90min/$40",low,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > Grab Bars / Safety Bars,Bathroom - Grab Bars / Safety Bars,Labor > Fixtures / Mounts / Accessories > Bathroom > Grab Bars / Safety Bars,each,110,75,125,30,45,no,2026,,"Locate stud/blocking, screw into stud or heavy toggle anchors, level and secure. Tile mounting adds time; avg case 45 min. ADA bar ~$30.",Homewyse install grab bars $158-$398/bar (incl matl); HomeGuide $100-$350/bar; Angi 2026. Task-only labor ~$100-150 solo pro locating blocking or heavy anchors.,high,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > Mirror,Bathroom - Mirror,Labor > Fixtures / Mounts / Accessories > Bathroom > Mirror,each,85,60,110,15,40,no,2026,,"Hang framed or frameless mirror: mark, level, set cleat or J-clips, anchor to studs/drywall. Clips/adhesive ~$15. Large mirrors trend high.",HomeGuide/Thumbtack mirror hang $100-$200; frameless/heavy mirror uses cleats+anchors. Task-only labor ~$90-130.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > Shower Curtain Rod (Permanent),Bathroom - Shower Curtain Rod (Permanent),Labor > Fixtures / Mounts / Accessories > Bathroom > Shower Curtain Rod (Permanent),each,75,50,100,20,30,no,2026,,"Fixed-mount rod: mark height/level, drill flanges into tile or stud, anchor both ends. Anchors/hardware ~$20. Excludes tension rods.",HomeGuide/Thumbtack small-fixture install $75-$125; permanent screwed rod anchors into tile/stud. Task-only ~$75-100.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > TP Holder,Bathroom - TP Holder,Labor > Fixtures / Mounts / Accessories > Bathroom > TP Holder,each,50,35,65,12,20,no,2026,,"Mount TP holder: mark, level, 2-4 screws with anchors into drywall or tile. Anchors ~$12. Fast repeat-unit fixture.",Thumbtack/HomeGuide bath accessory install $50-$100 each; small anchored fixture. Task-only ~$55-75.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > Towel Bar,Bathroom - Towel Bar,Labor > Fixtures / Mounts / Accessories > Bathroom > Towel Bar,each,55,40,70,12,25,no,2026,,"Mount towel bar: level across two brackets, drill/anchor into drywall or tile, set posts. Hardware ~$12. Repeat-unit fixture.",Thumbtack/HomeGuide bath accessory install $50-$100; two brackets need leveling. Task-only ~$55-80.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > Towel Hook,Bathroom - Towel Hook,Labor > Fixtures / Mounts / Accessories > Bathroom > Towel Hook,each,35,25,45,8,15,no,2026,,"Mount towel hook: mark, 1-2 screws with anchor into drywall or tile. Anchors ~$8. Fastest repeat-unit fixture.",Thumbtack/HomeGuide small-fixture install $40-$90; single-point hook quickest bath accessory. Task-only ~$45-65.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > Bathroom > Towel Ring,Bathroom - Towel Ring,Labor > Fixtures / Mounts / Accessories > Bathroom > Towel Ring,each,45,30,60,10,20,no,2026,,"Mount towel ring: mark, level, 2 screws with anchors into drywall or tile. Anchors ~$10. Repeat-unit fixture.","Thumbtack/HomeGuide bath accessory install $50-$100; single bracket, similar to TP holder. Task-only ~$50-70.",med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install / Hang Miscellaneous,General - Install / Hang Miscellaneous,Labor > Fixtures / Mounts / Accessories > General > Install / Hang Miscellaneous,each,65,45,100,12,30,no,2026,,"Catch-all light hang/mount of a customer item: locate stud/anchor, level, secure. Hardware ~$12. Confirm item/weight on site.",Handyman general hang/mount $75-$150; scope varies widely. Task-only ~$75-100 default.,low,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install / Hang Picture Frames,General - Install / Hang Picture Frames,Labor > Fixtures / Mounts / Accessories > General > Install / Hang Picture Frames,each,45,30,60,8,20,no,2026,,"Hang framed art: locate stud or set anchor for weight, level, secure hanger. Hardware ~$8. Per-each; galleries scale by count.",HomeGuide/Thumbtack picture/art hanging $50-$100 first piece; galleries per additional. Task-only ~$50-75.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install / Replace AC Register,General - Install / Replace AC Register,Labor > Fixtures / Mounts / Accessories > General > Install / Replace AC Register,each,45,30,60,15,15,no,2026,,"Replace supply register/grille: remove old, verify size, screw new grille to boot. Register ~$15. Cosmetic swap, handyman-legal (not duct work).","Handyman small-vent swap $45-$90; register is a screw-in grille, no ductwork. Task-only ~$45-65.",med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install / Replace Closet Rod,General - Install / Replace Closet Rod,Labor > Fixtures / Mounts / Accessories > General > Install / Replace Closet Rod,each,75,50,100,20,30,no,2026,,"Install closet rod: measure, level, anchor brackets to studs, set rod (center support if long). Rod+brackets ~$20. Repeat-unit friendly.",HomeGuide/Thumbtack closet rod install $60-$125; end brackets plus mid support on long spans. Task-only ~$60-90.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install Floating Shelves,General - Install Floating Shelves,Labor > Fixtures / Mounts / Accessories > General > Install Floating Shelves,each,100,70,130,25,40,no,2026,,"Install floating shelf: locate studs, level hidden bracket/cleat, anchor, seat shelf. Bracket hardware ~$25 (shelf often customer-supplied). Added shelves cheaper.",CountBricks floating shelf install $95-$260/shelf; finish carpenter labor $85-$120/shelf; Homewyse shelving $21.67-$33.48/lf. Task-only labor ~$90-130 first shelf.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install Replace Register Return,General - Install Replace Register Return,Labor > Fixtures / Mounts / Accessories > General > Install Replace Register Return,each,65,45,85,25,20,no,2026,,"Replace return-air grille: remove old, confirm size, mount new (often larger, filter slot). Grille ~$25. Cosmetic cover swap, handyman-legal (no duct work).",Handyman grille swap $50-$100; return-air grille larger than supply register but still a screw-in cover. Task-only ~$50-75.,med,
Fixtures / Mounts / Accessories,Fixtures / Mounts / Accessories > General > Install Standard Shelving,General - Install Standard Shelving,Labor > Fixtures / Mounts / Accessories > General > Install Standard Shelving,each,110,75,145,30,45,no,2026,,"Install bracket or track-and-standard shelving: locate studs, level standards, anchor, set shelves. Hardware ~$30. Scales with linear feet.",Homewyse install shelving $21.67-$33.48/lf; handyman shelf job $100-$400 typical. Task-only labor ~$100-150 for a bracket/track run.,med,
