category,name,display_name,taxonomy_path,unit,price_expected,price_additional,price_max_guarantee,material_allowance,labor_minutes,haul_off,rate_year,refer_note,basis,sources,confidence,flags
Plumbing,Plumbing > Kitchen > Sink > Replace Sink Basin - Under Mount,Kitchen - Sink - Replace Sink Basin - Under Mount,Labor > Plumbing > Kitchen > Sink > Replace Sink Basin - Under Mount,each,275,235,360,35,150,yes,2026,,Under-mount sink swap (more reseal/clip labor) on existing supply/drain = handyman. Haul old.,"Anchor: Sink,Kitchen,Replace Sink $225/120min + undermount clip/reseal labor",med,
Plumbing,Plumbing > Kitchen > Sink > Unclog / Snake Drain,Kitchen - Sink - Unclog / Snake Drain,Labor > Plumbing > Kitchen > Sink > Unclog / Snake Drain,each,80,55,90,5,45,no,2026,,"Hand-snake sink drain clog = handyman-legal (snake OK, sewer clearing is not).","Anchor: Sink,Kitchen,Snake/Unclog $80/45min",high,
Plumbing,Plumbing > Laundry > Repair Washing Machine Hose Bibb,Laundry - Repair Washing Machine Hose Bibb,Labor > Plumbing > Laundry > Repair Washing Machine Hose Bibb,each,95,65,110,15,45,no,2026,,Repair washer supply valve/bibb on existing = handyman-legal.,Washer valve/hose-bibb repack; angle stop analog $75-150,high,
Plumbing,Plumbing > Laundry > Replace Washing Machine Hose Bibb,Laundry - Replace Washing Machine Hose Bibb,Labor > Plumbing > Laundry > Replace Washing Machine Hose Bibb,each,125,105,190,20,60,no,2026,"This may cross into permitted plumbing (valve body, moving a drain). We confirm on site and sub if a permit is needed.",Standard screw/PVC bibb swap is handyman; recessed washer-box valve into wall is gray. VERIFY.,Washer box valve swap; may need solder/behind-wall if boxed,med,VERIFY
Plumbing,Plumbing > Laundry > Replace Washing Machine Supply Hoses,Laundry - Replace Washing Machine Supply Hoses,Labor > Plumbing > Laundry > Replace Washing Machine Supply Hoses,each,75,40,85,20,30,no,2026,,Washer supply hose swap = handyman-legal like-for-like.,Braided washer hose set $15-40; quick swap on existing bibbs,high,
Plumbing,Plumbing > Water Heaters & Softeners > Install / Repair Drain Pan Drain Plumbing,Water Heaters & Softeners - Install / Repair Drain Pan Drain Plumbing,Labor > Plumbing > Water Heaters & Softeners > Install / Repair Drain Pan Drain Plumbing,each,200,170,300,40,90,no,2026,"This may cross into permitted plumbing (valve body, moving a drain). We confirm on site and sub if a permit is needed.",Pan drain line routing tied to water heater code compliance = gray. VERIFY.,Drain pan PVC run to safe waste; code-sensitive on WH,med,VERIFY
Plumbing,Plumbing > Water Heaters & Softeners > Install / Replace Drain Pan,Water Heaters & Softeners - Install / Replace Drain Pan,Labor > Plumbing > Water Heaters & Softeners > Install / Replace Drain Pan,each,160,135,240,30,75,no,2026,"This may cross into permitted plumbing (valve body, moving a drain). We confirm on site and sub if a permit is needed.",Sliding a new pan under WH touches the heater install; gray. VERIFY.,WH drain pan $20-40 part; requires draining/lifting heater,med,VERIFY
Plumbing,Plumbing > Water Heaters & Softeners > Install New Water Heater Tank - Ground Up,Water Heaters & Softeners - Install New Water Heater Tank - Ground Up,Labor > Plumbing > Water Heaters & Softeners > Install New Water Heater Tank - Ground Up,each,525,445,790,100,240,yes,2026,"Water heater, repipe, and main, sewer, or gas line work needs a licensed plumber and a permit. We coordinate a licensed sub.",Water heater install = licensed + permit + gas/electric + T&P. REFER. Haul old tank.,Homewyse/Angi WH replace Melbourne $1400-2000 incl haul; needs permit,high,REFER
Plumbing,Plumbing > Water Heaters & Softeners > Install New Water Heater Tankless - Ground Up,Water Heaters & Softeners - Install New Water Heater Tankless - Ground Up,Labor > Plumbing > Water Heaters & Softeners > Install New Water Heater Tankless - Ground Up,each,850,720,1275,200,360,yes,2026,"Water heater, repipe, and main, sewer, or gas line work needs a licensed plumber and a permit. We coordinate a licensed sub.",Tankless WH install = licensed + permit + gas/venting. REFER. Haul old.,"Angi tankless install $1000-3500+; gas/venting/electric upgrades, permit",high,REFER
Plumbing,Plumbing > Water Heaters & Softeners > Install Water Softener - Ground Up,Water Heaters & Softeners - Install Water Softener - Ground Up,Labor > Plumbing > Water Heaters & Softeners > Install Water Softener - Ground Up,each,375,320,560,60,180,yes,2026,"Water heater, repipe, and main, sewer, or gas line work needs a licensed plumber and a permit. We coordinate a licensed sub.",Softener install cuts into potable main supply loop = licensed. REFER. Haul old unit if replacing.,Melbourne softener install $849-1068 (Angi/Porch); ties into main supply loop,med,REFER
Plumbing,Plumbing > Water Heaters & Softeners > Repair / Replace Overpressure Vent Plumbing,Water Heaters & Softeners - Repair / Replace Overpressure Vent Plumbing,Labor > Plumbing > Water Heaters & Softeners > Repair / Replace Overpressure Vent Plumbing,each,200,170,300,40,90,no,2026,"Water heater, repipe, and main, sewer, or gas line work needs a licensed plumber and a permit. We coordinate a licensed sub.",T&P overpressure relief plumbing on water heater = licensed/code-critical. REFER.,T&P relief valve/discharge pipe on WH; safety/code critical,med,REFER
Plumbing,Plumbing > Water Heaters & Softeners > Run Water Softener Regeneration Cycle,Water Heaters & Softeners - Run Water Softener Regeneration Cycle,Labor > Plumbing > Water Heaters & Softeners > Run Water Softener Regeneration Cycle,each,55,30,65,5,30,no,2026,,"Running a regen cycle / adding salt = service, handyman-legal.",Manual regen cycle / salt add; no plumbing cut,high,
